Simulation time (in s),avgServedBlocksDl-SingleCell_withSecondaryGnb-masterEnb #comment:- Number of resource block (values in blocks) by Enb in downlink with total reource blocks=50.,Simulation time (in sec),avgServedBlocksDl-SingleCell_withSecondaryGnb-secondarygnb #comment:- Number of resource block (values in blocks) by gnb in downlink with total reource blocks=50.
41.206,1,41.206,1
41.207,0,41.207,0
41.208,0,41.208,0
41.209,0,41.209,0
41.21,0,41.21,0
41.211,1,41.211,0
41.212,0,41.212,4
41.213,2,41.213,2
41.214,4,41.214,2
41.215,2,41.215,1
41.216,1,41.216,1
41.217,1,41.217,0
41.218,0,41.218,0
41.219,2,41.219,1
41.22,2,41.22,0
41.221,0,41.221,0
41.222,0,41.222,0
41.223,0,41.223,0
41.224,0,41.224,0
41.225,0,41.225,0
41.226,0,41.226,0
41.227,0,41.227,0
41.228,0,41.228,0
41.229,0,41.229,0
41.23,0,41.23,0
41.231,1,41.231,0
41.232,0,41.232,3
41.233,1,41.233,2
41.234,2,41.234,2
41.235,1,41.235,1
41.236,1,41.236,1
41.237,1,41.237,0
41.238,0,41.238,0
41.239,1,41.239,1
41.24,2,41.24,0
41.241,0,41.241,0
41.242,0,41.242,0
41.243,0,41.243,0
41.244,0,41.244,0
41.245,0,41.245,0
41.246,0,41.246,0
41.247,0,41.247,0
41.248,0,41.248,0
41.249,0,41.249,0
41.25,0,41.25,0
41.251,1,41.251,0
41.252,0,41.252,3
41.253,1,41.253,2
41.254,2,41.254,2
41.255,1,41.255,1
41.256,1,41.256,1
41.257,1,41.257,0
41.258,0,41.258,0
41.259,1,41.259,1
41.26,2,41.26,0
41.261,0,41.261,0
41.262,0,41.262,0
41.263,0,41.263,0
41.264,0,41.264,0
41.265,0,41.265,0
41.266,0,41.266,0
41.267,0,41.267,0
41.268,0,41.268,0
41.269,0,41.269,0
41.27,0,41.27,0
41.271,1,41.271,0
41.272,0,41.272,3
41.273,1,41.273,2
41.274,2,41.274,2
41.275,1,41.275,1
41.276,1,41.276,1
41.277,1,41.277,0
41.278,0,41.278,0
41.279,1,41.279,1
41.28,2,41.28,0
41.281,0,41.281,0
41.282,0,41.282,0
41.283,0,41.283,0
41.284,0,41.284,0
41.285,0,41.285,0
41.286,0,41.286,0
41.287,0,41.287,0
41.288,0,41.288,0
41.289,0,41.289,0
41.29,0,41.29,0
41.291,1,41.291,0
41.292,0,41.292,3
41.293,1,41.293,2
41.294,2,41.294,2
41.295,1,41.295,1
41.296,1,41.296,1
41.297,1,41.297,0
41.298,0,41.298,0
41.299,1,41.299,1
41.3,2,41.3,0
41.301,0,41.301,0
41.302,0,41.302,0
41.303,0,41.303,0
41.304,0,41.304,0
41.305,0,41.305,0
41.306,0,41.306,0
41.307,0,41.307,0
41.308,0,41.308,0
41.309,0,41.309,0
41.31,0,41.31,0
41.311,1,41.311,0
41.312,0,41.312,3
41.313,1,41.313,2
41.314,2,41.314,2
41.315,1,41.315,1
41.316,1,41.316,1
41.317,1,41.317,0
41.318,0,41.318,0
41.319,2,41.319,1
41.32,2,41.32,0
41.321,0,41.321,0
41.322,0,41.322,0
41.323,0,41.323,0
41.324,0,41.324,0
41.325,0,41.325,0
41.326,0,41.326,0
41.327,0,41.327,0
41.328,0,41.328,0
41.329,0,41.329,0
41.33,0,41.33,0
41.331,1,41.331,0
41.332,0,41.332,3
41.333,1,41.333,2
41.334,2,41.334,2
41.335,1,41.335,1
41.336,1,41.336,1
41.337,1,41.337,0
41.338,0,41.338,0
41.339,2,41.339,1
41.34,2,41.34,0
41.341,0,41.341,0
41.342,0,41.342,0
41.343,0,41.343,0
41.344,0,41.344,0
41.345,0,41.345,0
41.346,0,41.346,0
41.347,0,41.347,0
41.348,0,41.348,0
41.349,0,41.349,0
41.35,0,41.35,0
41.351,1,41.351,0
41.352,0,41.352,3
41.353,1,41.353,2
41.354,2,41.354,2
41.355,1,41.355,1
41.356,1,41.356,1
41.357,1,41.357,0
41.358,0,41.358,0
41.359,2,41.359,1
41.36,2,41.36,0
41.361,0,41.361,0
41.362,0,41.362,0
41.363,0,41.363,0
41.364,0,41.364,0
41.365,0,41.365,0
41.366,0,41.366,0
41.367,0,41.367,0
41.368,0,41.368,0
41.369,0,41.369,0
41.37,0,41.37,0
41.371,1,41.371,0
41.372,0,41.372,3
41.373,1,41.373,2
41.374,2,41.374,2
41.375,1,41.375,1
41.376,1,41.376,1
41.377,1,41.377,0
41.378,0,41.378,0
41.379,2,41.379,1
41.38,2,41.38,0
41.381,0,41.381,0
41.382,0,41.382,0
41.383,0,41.383,0
41.384,0,41.384,0
41.385,0,41.385,0
41.386,0,41.386,0
41.387,0,41.387,0
41.388,0,41.388,0
41.389,0,41.389,0
41.39,0,41.39,0
41.391,1,41.391,0
41.392,0,41.392,3
41.393,1,41.393,2
41.394,2,41.394,2
41.395,1,41.395,1
41.396,1,41.396,1
41.397,1,41.397,0
41.398,0,41.398,0
41.399,2,41.399,1
41.4,2,41.4,0
41.401,0,41.401,0
41.402,0,41.402,1
41.403,0,41.403,0
41.404,0,41.404,0
41.405,0,41.405,0
41.406,0,41.406,0
41.407,0,41.407,0
41.408,0,41.408,0
41.409,0,41.409,0
41.41,0,41.41,0
41.411,1,41.411,0
41.412,0,41.412,3
41.413,1,41.413,2
41.414,2,41.414,2
41.415,1,41.415,1
41.416,1,41.416,1
41.417,1,41.417,0
41.418,0,41.418,0
41.419,2,41.419,1
41.42,2,41.42,1
41.421,0,41.421,0
41.422,0,41.422,0
41.423,0,41.423,0
41.424,0,41.424,0
41.425,0,41.425,0
41.426,0,41.426,0
41.427,0,41.427,0
41.428,0,41.428,0
41.429,0,41.429,0
41.43,0,41.43,0
41.431,1,41.431,0
41.432,0,41.432,3
41.433,1,41.433,2
41.434,2,41.434,2
41.435,1,41.435,1
41.436,1,41.436,1
41.437,1,41.437,0
41.438,0,41.438,0
41.439,2,41.439,1
41.44,2,41.44,0
41.441,0,41.441,0
41.442,0,41.442,0
41.443,0,41.443,0
41.444,0,41.444,0
41.445,0,41.445,0
41.446,0,41.446,0
41.447,0,41.447,0
41.448,0,41.448,0
41.449,0,41.449,0
41.45,0,41.45,0
41.451,1,41.451,0
41.452,0,41.452,3
41.453,1,41.453,2
41.454,2,41.454,2
41.455,1,41.455,1
41.456,1,41.456,1
41.457,1,41.457,0
41.458,0,41.458,0
41.459,2,41.459,1
41.46,2,41.46,0
41.461,0,41.461,0
41.462,0,41.462,0
41.463,0,41.463,0
41.464,0,41.464,0
41.465,0,41.465,0
41.466,0,41.466,0
41.467,0,41.467,0
41.468,0,41.468,0
41.469,0,41.469,0
41.47,0,41.47,0
41.471,1,41.471,0
41.472,0,41.472,3
41.473,1,41.473,2
41.474,2,41.474,2
41.475,1,41.475,1
41.476,1,41.476,1
41.477,1,41.477,0
41.478,0,41.478,0
41.479,2,41.479,1
41.48,2,41.48,1
41.481,0,41.481,0
41.482,0,41.482,0
41.483,0,41.483,0
41.484,0,41.484,0
41.485,0,41.485,0
41.486,0,41.486,0
41.487,0,41.487,0
41.488,0,41.488,0
41.489,0,41.489,0
41.49,0,41.49,0
41.491,1,41.491,0
41.492,0,41.492,3
41.493,1,41.493,2
41.494,2,41.494,2
41.495,1,41.495,1
41.496,1,41.496,1
41.497,1,41.497,0
41.498,0,41.498,0
41.499,2,41.499,1
41.5,2,41.5,0
41.501,0,41.501,0
41.502,0,41.502,0
41.503,0,41.503,0
41.504,0,41.504,0
41.505,0,41.505,0
41.506,0,41.506,0
41.507,0,41.507,0
41.508,0,41.508,0
41.509,0,41.509,0
41.51,0,41.51,0
41.511,1,41.511,0
41.512,0,41.512,3
41.513,1,41.513,2
41.514,2,41.514,2
41.515,1,41.515,1
41.516,1,41.516,1
41.517,1,41.517,0
41.518,0,41.518,0
41.519,2,41.519,1
41.52,2,41.52,0
41.521,0,41.521,0
41.522,0,41.522,0
41.523,0,41.523,0
41.524,0,41.524,0
41.525,0,41.525,0
41.526,0,41.526,0
41.527,0,41.527,0
41.528,0,41.528,0
41.529,0,41.529,0
41.53,0,41.53,0
41.531,1,41.531,0
41.532,0,41.532,3
41.533,1,41.533,2
41.534,2,41.534,2
41.535,1,41.535,1
41.536,1,41.536,1
41.537,1,41.537,0
41.538,0,41.538,0
41.539,2,41.539,1
41.54,2,41.54,0
41.541,0,41.541,0
41.542,0,41.542,0
41.543,0,41.543,0
41.544,0,41.544,0
41.545,0,41.545,0
41.546,0,41.546,0
41.547,0,41.547,0
41.548,0,41.548,0
41.549,0,41.549,0
41.55,0,41.55,0
41.551,1,41.551,0
41.552,0,41.552,3
41.553,1,41.553,2
41.554,2,41.554,2
41.555,1,41.555,1
41.556,1,41.556,1
41.557,1,41.557,0
41.558,0,41.558,0
41.559,2,41.559,1
41.56,2,41.56,0
41.561,0,41.561,0
41.562,0,41.562,0
41.563,0,41.563,0
41.564,0,41.564,0
41.565,0,41.565,0
41.566,0,41.566,0
41.567,0,41.567,0
41.568,0,41.568,0
41.569,0,41.569,0
41.57,0,41.57,0
41.571,1,41.571,0
41.572,0,41.572,3
41.573,1,41.573,2
41.574,2,41.574,2
41.575,1,41.575,1
41.576,1,41.576,1
41.577,1,41.577,0
41.578,0,41.578,0
41.579,2,41.579,1
41.58,2,41.58,0
41.581,0,41.581,0
41.582,0,41.582,0
41.583,0,41.583,0
41.584,0,41.584,0
41.585,0,41.585,0
41.586,0,41.586,0
41.587,0,41.587,0
41.588,0,41.588,0
41.589,0,41.589,0
41.59,0,41.59,0
41.591,1,41.591,0
41.592,0,41.592,3
41.593,1,41.593,2
41.594,2,41.594,2
41.595,1,41.595,1
41.596,1,41.596,1
41.597,1,41.597,0
41.598,0,41.598,0
41.599,2,41.599,1
41.6,2,41.6,0
41.601,0,41.601,0
41.602,0,41.602,0
41.603,0,41.603,0
41.604,0,41.604,0
41.605,0,41.605,0
41.606,0,41.606,0
41.607,0,41.607,0
41.608,0,41.608,0
41.609,0,41.609,0
41.61,0,41.61,0
41.611,1,41.611,0
41.612,0,41.612,3
41.613,1,41.613,2
41.614,2,41.614,2
41.615,1,41.615,1
41.616,1,41.616,1
41.617,1,41.617,0
41.618,0,41.618,0
41.619,2,41.619,1
41.62,2,41.62,0
41.621,0,41.621,0
41.622,0,41.622,0
41.623,0,41.623,0
41.624,0,41.624,0
41.625,0,41.625,0
41.626,0,41.626,0
41.627,0,41.627,0
41.628,0,41.628,0
41.629,0,41.629,0
41.63,0,41.63,0
41.631,1,41.631,0
41.632,0,41.632,3
41.633,1,41.633,2
41.634,2,41.634,2
41.635,1,41.635,1
41.636,1,41.636,1
41.637,1,41.637,0
41.638,0,41.638,0
41.639,2,41.639,1
41.64,2,41.64,0
41.641,0,41.641,0
41.642,0,41.642,0
41.643,0,41.643,0
41.644,0,41.644,0
41.645,0,41.645,0
41.646,0,41.646,0
41.647,0,41.647,0
41.648,0,41.648,0
41.649,0,41.649,0
41.65,0,41.65,0
41.651,1,41.651,0
41.652,0,41.652,3
41.653,1,41.653,2
41.654,2,41.654,2
41.655,1,41.655,1
41.656,1,41.656,1
41.657,1,41.657,0
41.658,0,41.658,0
41.659,2,41.659,1
41.66,2,41.66,0
41.661,0,41.661,0
41.662,0,41.662,0
41.663,0,41.663,0
41.664,0,41.664,0
41.665,0,41.665,0
41.666,0,41.666,0
41.667,0,41.667,0
41.668,0,41.668,0
41.669,0,41.669,0
41.67,0,41.67,0
41.671,1,41.671,0
41.672,0,41.672,3
41.673,1,41.673,2
41.674,2,41.674,2
41.675,1,41.675,1
41.676,1,41.676,1
41.677,1,41.677,0
41.678,0,41.678,0
41.679,2,41.679,1
41.68,2,41.68,0
41.681,0,41.681,0
41.682,0,41.682,0
41.683,0,41.683,0
41.684,0,41.684,0
41.685,0,41.685,0
41.686,0,41.686,0
41.687,0,41.687,0
41.688,0,41.688,0
41.689,0,41.689,0
41.69,0,41.69,0
41.691,1,41.691,0
41.692,0,41.692,3
41.693,1,41.693,2
41.694,3,41.694,2
41.695,1,41.695,1
41.696,1,41.696,1
41.697,1,41.697,0
41.698,0,41.698,0
41.699,2,41.699,1
41.7,2,41.7,0
41.701,0,41.701,0
41.702,0,41.702,0
41.703,0,41.703,0
41.704,0,41.704,0
41.705,0,41.705,0
41.706,0,41.706,0
41.707,0,41.707,0
41.708,0,41.708,0
41.709,0,41.709,0
41.71,0,41.71,0
41.711,1,41.711,0
41.712,0,41.712,3
41.713,1,41.713,2
41.714,2,41.714,2
41.715,1,41.715,1
41.716,1,41.716,1
41.717,1,41.717,0
41.718,0,41.718,0
41.719,2,41.719,1
41.72,2,41.72,0
41.721,0,41.721,0
41.722,0,41.722,0
41.723,0,41.723,0
41.724,0,41.724,0
41.725,0,41.725,0
41.726,0,41.726,0
41.727,0,41.727,0
41.728,0,41.728,0
41.729,0,41.729,0
41.73,0,41.73,0
41.731,1,41.731,0
41.732,0,41.732,3
41.733,1,41.733,2
41.734,2,41.734,2
41.735,1,41.735,1
41.736,1,41.736,1
41.737,1,41.737,0
41.738,0,41.738,0
41.739,2,41.739,1
41.74,2,41.74,0
41.741,0,41.741,0
41.742,0,41.742,0
41.743,0,41.743,0
41.744,0,41.744,0
41.745,0,41.745,0
41.746,0,41.746,0
41.747,0,41.747,0
41.748,0,41.748,0
41.749,0,41.749,0
41.75,0,41.75,0
41.751,1,41.751,0
41.752,0,41.752,3
41.753,1,41.753,2
41.754,2,41.754,2
41.755,1,41.755,1
41.756,1,41.756,1
41.757,1,41.757,0
41.758,0,41.758,0
41.759,2,41.759,1
41.76,2,41.76,0
41.761,0,41.761,0
41.762,0,41.762,0
41.763,0,41.763,0
41.764,0,41.764,0
41.765,0,41.765,0
41.766,0,41.766,0
41.767,0,41.767,0
41.768,0,41.768,0
41.769,0,41.769,0
41.77,0,41.77,0
41.771,1,41.771,0
41.772,0,41.772,3
41.773,1,41.773,2
41.774,2,41.774,2
41.775,1,41.775,1
41.776,1,41.776,1
41.777,1,41.777,0
41.778,0,41.778,0
41.779,2,41.779,1
41.78,2,41.78,0
41.781,0,41.781,0
41.782,0,41.782,0
41.783,0,41.783,0
41.784,0,41.784,0
41.785,0,41.785,0
41.786,0,41.786,0
41.787,0,41.787,0
41.788,0,41.788,0
41.789,0,41.789,0
41.79,0,41.79,0
41.791,1,41.791,0
41.792,0,41.792,3
41.793,1,41.793,2
41.794,2,41.794,2
41.795,1,41.795,1
41.796,1,41.796,1
41.797,1,41.797,0
41.798,0,41.798,0
41.799,2,41.799,1
41.8,2,41.8,0
41.801,0,41.801,0
41.802,0,41.802,1
41.803,0,41.803,0
41.804,0,41.804,0
41.805,0,41.805,0
41.806,0,41.806,0
41.807,0,41.807,0
41.808,0,41.808,0
41.809,0,41.809,0
41.81,0,41.81,0
41.811,1,41.811,0
41.812,0,41.812,3
41.813,1,41.813,2
41.814,2,41.814,2
41.815,1,41.815,1
41.816,1,41.816,1
41.817,1,41.817,0
41.818,0,41.818,0
41.819,2,41.819,1
41.82,2,41.82,0
41.821,0,41.821,0
41.822,0,41.822,0
41.823,0,41.823,0
41.824,0,41.824,0
41.825,0,41.825,0
41.826,0,41.826,0
41.827,0,41.827,0
41.828,0,41.828,0
41.829,0,41.829,0
41.83,0,41.83,0
41.831,1,41.831,0
41.832,0,41.832,3
41.833,1,41.833,2
41.834,2,41.834,2
41.835,1,41.835,1
41.836,1,41.836,1
41.837,1,41.837,0
41.838,0,41.838,0
41.839,2,41.839,1
41.84,2,41.84,0
41.841,0,41.841,0
41.842,0,41.842,0
41.843,0,41.843,0
41.844,0,41.844,0
41.845,0,41.845,0
41.846,0,41.846,0
41.847,0,41.847,0
41.848,0,41.848,0
41.849,0,41.849,0
41.85,0,41.85,0
41.851,1,41.851,0
41.852,0,41.852,3
41.853,1,41.853,2
41.854,2,41.854,2
41.855,1,41.855,1
41.856,1,41.856,1
41.857,1,41.857,0
41.858,0,41.858,0
41.859,2,41.859,1
41.86,2,41.86,0
41.861,0,41.861,0
41.862,0,41.862,0
41.863,0,41.863,0
41.864,0,41.864,0
41.865,0,41.865,0
41.866,0,41.866,0
41.867,0,41.867,0
41.868,0,41.868,0
41.869,0,41.869,0
41.87,0,41.87,0
41.871,1,41.871,0
41.872,0,41.872,3
41.873,1,41.873,2
41.874,2,41.874,2
41.875,1,41.875,1
41.876,1,41.876,1
41.877,1,41.877,0
41.878,0,41.878,0
41.879,2,41.879,1
41.88,2,41.88,0
41.881,0,41.881,0
41.882,0,41.882,0
41.883,0,41.883,0
41.884,0,41.884,0
41.885,0,41.885,0
41.886,0,41.886,0
41.887,0,41.887,0
41.888,0,41.888,0
41.889,0,41.889,0
41.89,0,41.89,0
41.891,1,41.891,0
41.892,0,41.892,3
41.893,1,41.893,2
41.894,2,41.894,2
41.895,1,41.895,1
41.896,1,41.896,1
41.897,1,41.897,0
41.898,0,41.898,0
41.899,2,41.899,1
41.9,2,41.9,0
41.901,0,41.901,0
41.902,0,41.902,1
41.903,0,41.903,0
41.904,0,41.904,0
41.905,0,41.905,0
41.906,0,41.906,0
41.907,0,41.907,0
41.908,0,41.908,0
41.909,0,41.909,0
41.91,0,41.91,0
41.911,1,41.911,0
41.912,0,41.912,3
41.913,1,41.913,2
41.914,2,41.914,2
41.915,1,41.915,1
41.916,1,41.916,1
41.917,1,41.917,0
41.918,0,41.918,0
41.919,2,41.919,1
41.92,2,41.92,0
41.921,0,41.921,0
41.922,0,41.922,0
41.923,0,41.923,0
41.924,0,41.924,0
41.925,0,41.925,0
41.926,0,41.926,0
41.927,0,41.927,0
41.928,0,41.928,0
41.929,0,41.929,0
41.93,0,41.93,0
41.931,1,41.931,0
41.932,0,41.932,3
41.933,1,41.933,2
41.934,2,41.934,2
41.935,1,41.935,1
41.936,1,41.936,1
41.937,1,41.937,0
41.938,0,41.938,0
41.939,2,41.939,1
41.94,2,41.94,0
41.941,0,41.941,0
41.942,0,41.942,0
41.943,0,41.943,0
41.944,0,41.944,0
41.945,0,41.945,0
41.946,0,41.946,0
41.947,0,41.947,0
41.948,0,41.948,0
41.949,0,41.949,0
41.95,0,41.95,0
41.951,1,41.951,0
41.952,0,41.952,3
41.953,1,41.953,2
41.954,2,41.954,2
41.955,1,41.955,1
41.956,1,41.956,1
41.957,1,41.957,0
41.958,0,41.958,0
41.959,2,41.959,1
41.96,2,41.96,0
41.961,0,41.961,0
41.962,0,41.962,0
41.963,0,41.963,0
41.964,0,41.964,0
41.965,0,41.965,0
41.966,0,41.966,0
41.967,0,41.967,0
41.968,0,41.968,0
41.969,0,41.969,0
41.97,0,41.97,0
41.971,1,41.971,0
41.972,0,41.972,3
41.973,1,41.973,2
41.974,2,41.974,2
41.975,1,41.975,1
41.976,1,41.976,1
41.977,1,41.977,0
41.978,0,41.978,0
41.979,2,41.979,1
41.98,3,41.98,1
41.981,0,41.981,0
41.982,0,41.982,0
41.983,0,41.983,0
41.984,0,41.984,0
41.985,0,41.985,0
41.986,1,41.986,1
41.987,0,41.987,0
41.988,0,41.988,0
41.989,0,41.989,0
41.99,0,41.99,0
41.991,1,41.991,0
41.992,1,41.992,4
41.993,2,41.993,2
41.994,4,41.994,2
41.995,1,41.995,1
41.996,1,41.996,1
41.997,1,41.997,0
41.998,0,41.998,0
41.999,2,41.999,1
42,2,42,0
42.001,0,42.001,0
42.002,0,42.002,0
42.003,0,42.003,0
42.004,0,42.004,0
42.005,0,42.005,0
42.006,0,42.006,0
42.007,0,42.007,0
42.008,0,42.008,0
42.009,0,42.009,0
42.01,0,42.01,0
42.011,1,42.011,0
42.012,0,42.012,3
42.013,1,42.013,2
42.014,2,42.014,2
42.015,1,42.015,1
42.016,1,42.016,1
42.017,1,42.017,0
42.018,0,42.018,0
42.019,1,42.019,1
42.02,3,42.02,0
42.021,0,42.021,0
42.022,0,42.022,1
42.023,0,42.023,0
42.024,0,42.024,0
42.025,0,42.025,0
42.026,0,42.026,0
42.027,0,42.027,0
42.028,0,42.028,0
42.029,0,42.029,0
42.03,0,42.03,0
42.031,1,42.031,0
42.032,0,42.032,3
42.033,2,42.033,2
42.034,2,42.034,2
42.035,1,42.035,1
42.036,1,42.036,1
42.037,1,42.037,0
42.038,0,42.038,0
42.039,1,42.039,1
42.04,2,42.04,0
42.041,0,42.041,0
42.042,0,42.042,0
42.043,0,42.043,0
42.044,0,42.044,0
42.045,0,42.045,0
42.046,0,42.046,0
42.047,0,42.047,0
42.048,0,42.048,0
42.049,0,42.049,0
42.05,0,42.05,0
42.051,1,42.051,0
42.052,0,42.052,3
42.053,2,42.053,2
42.054,2,42.054,2
42.055,1,42.055,1
42.056,1,42.056,1
42.057,1,42.057,0
42.058,0,42.058,0
42.059,1,42.059,1
42.06,2,42.06,0
42.061,0,42.061,0
42.062,0,42.062,0
42.063,0,42.063,0
42.064,0,42.064,0
42.065,0,42.065,0
42.066,0,42.066,0
42.067,0,42.067,0
42.068,0,42.068,0
42.069,0,42.069,0
42.07,0,42.07,0
42.071,1,42.071,0
42.072,0,42.072,3
42.073,2,42.073,2
42.074,2,42.074,2
42.075,1,42.075,1
42.076,1,42.076,1
42.077,1,42.077,0
42.078,0,42.078,0
42.079,1,42.079,1
42.08,2,42.08,0
42.081,0,42.081,0
42.082,0,42.082,0
42.083,0,42.083,0
42.084,0,42.084,0
42.085,0,42.085,0
42.086,0,42.086,0
42.087,0,42.087,0
42.088,0,42.088,0
42.089,0,42.089,0
42.09,0,42.09,0
42.091,1,42.091,0
42.092,0,42.092,3
42.093,2,42.093,2
42.094,2,42.094,2
42.095,1,42.095,1
42.096,1,42.096,1
42.097,1,42.097,0
42.098,0,42.098,0
42.099,1,42.099,1
42.1,2,42.1,0
42.101,0,42.101,0
42.102,0,42.102,0
42.103,0,42.103,0
42.104,0,42.104,0
42.105,0,42.105,0
42.106,0,42.106,0
42.107,0,42.107,0
42.108,0,42.108,0
42.109,0,42.109,0
42.11,0,42.11,0
42.111,1,42.111,0
42.112,0,42.112,3
42.113,2,42.113,2
42.114,2,42.114,2
42.115,1,42.115,1
42.116,1,42.116,1
42.117,1,42.117,0
42.118,0,42.118,0
42.119,1,42.119,1
42.12,2,42.12,0
42.121,0,42.121,0
42.122,0,42.122,0
42.123,0,42.123,0
42.124,0,42.124,0
42.125,0,42.125,0
42.126,0,42.126,0
42.127,0,42.127,0
42.128,0,42.128,0
42.129,0,42.129,0
42.13,0,42.13,0
42.131,1,42.131,0
42.132,0,42.132,3
42.133,2,42.133,2
42.134,2,42.134,2
42.135,1,42.135,1
42.136,1,42.136,1
42.137,1,42.137,0
42.138,0,42.138,0
42.139,1,42.139,1
42.14,2,42.14,1
42.141,0,42.141,0
42.142,0,42.142,0
42.143,0,42.143,0
42.144,0,42.144,0
42.145,0,42.145,0
42.146,0,42.146,0
42.147,0,42.147,0
42.148,0,42.148,0
42.149,0,42.149,0
42.15,0,42.15,0
42.151,1,42.151,0
42.152,0,42.152,3
42.153,2,42.153,2
42.154,2,42.154,2
42.155,1,42.155,1
42.156,1,42.156,1
42.157,1,42.157,0
42.158,0,42.158,0
42.159,1,42.159,1
42.16,2,42.16,0
42.161,0,42.161,0
42.162,0,42.162,0
42.163,0,42.163,0
42.164,0,42.164,0
42.165,0,42.165,0
42.166,0,42.166,0
42.167,0,42.167,0
42.168,0,42.168,0
42.169,0,42.169,0
42.17,0,42.17,0
42.171,1,42.171,0
42.172,0,42.172,3
42.173,2,42.173,2
42.174,3,42.174,2
42.175,1,42.175,1
42.176,1,42.176,1
42.177,1,42.177,0
42.178,0,42.178,0
42.179,1,42.179,1
42.18,2,42.18,0
42.181,0,42.181,0
42.182,0,42.182,0
42.183,0,42.183,0
42.184,0,42.184,0
42.185,0,42.185,0
42.186,0,42.186,0
42.187,0,42.187,0
42.188,0,42.188,0
42.189,0,42.189,0
42.19,0,42.19,0
42.191,1,42.191,0
42.192,0,42.192,3
42.193,2,42.193,2
42.194,2,42.194,2
42.195,1,42.195,1
42.196,1,42.196,1
42.197,1,42.197,0
42.198,0,42.198,0
42.199,1,42.199,1
42.2,2,42.2,0
42.201,0,42.201,0
42.202,0,42.202,0
42.203,0,42.203,0
42.204,0,42.204,0
42.205,0,42.205,0
42.206,0,42.206,0
42.207,0,42.207,0
42.208,0,42.208,0
42.209,0,42.209,0
42.21,0,42.21,0
42.211,1,42.211,0
42.212,0,42.212,3
42.213,2,42.213,2
42.214,2,42.214,2
42.215,1,42.215,1
42.216,1,42.216,1
42.217,1,42.217,0
42.218,0,42.218,0
42.219,1,42.219,1
42.22,2,42.22,0
42.221,0,42.221,0
42.222,0,42.222,0
42.223,0,42.223,0
42.224,0,42.224,0
42.225,0,42.225,0
42.226,0,42.226,0
42.227,0,42.227,0
42.228,0,42.228,0
42.229,0,42.229,0
42.23,0,42.23,0
42.231,1,42.231,0
42.232,0,42.232,3
42.233,2,42.233,2
42.234,2,42.234,2
42.235,1,42.235,1
42.236,1,42.236,1
42.237,1,42.237,0
42.238,0,42.238,0
42.239,1,42.239,1
42.24,2,42.24,0
42.241,0,42.241,0
42.242,0,42.242,0
42.243,0,42.243,0
42.244,0,42.244,0
42.245,0,42.245,0
42.246,0,42.246,0
42.247,0,42.247,0
42.248,0,42.248,0
42.249,0,42.249,0
42.25,0,42.25,0
42.251,1,42.251,0
42.252,0,42.252,3
42.253,2,42.253,2
42.254,2,42.254,2
42.255,1,42.255,1
42.256,1,42.256,1
42.257,1,42.257,0
42.258,0,42.258,0
42.259,1,42.259,1
42.26,2,42.26,0
42.261,0,42.261,0
42.262,0,42.262,0
42.263,0,42.263,0
42.264,0,42.264,0
42.265,0,42.265,0
42.266,0,42.266,0
42.267,0,42.267,0
42.268,0,42.268,0
42.269,0,42.269,0
42.27,0,42.27,0
42.271,1,42.271,0
42.272,0,42.272,3
42.273,2,42.273,2
42.274,2,42.274,2
42.275,1,42.275,1
42.276,1,42.276,1
42.277,1,42.277,0
42.278,0,42.278,0
42.279,1,42.279,1
42.28,2,42.28,0
42.281,0,42.281,0
42.282,0,42.282,0
42.283,0,42.283,0
42.284,0,42.284,0
42.285,0,42.285,0
42.286,0,42.286,0
42.287,0,42.287,0
42.288,0,42.288,0
42.289,0,42.289,0
42.29,0,42.29,0
42.291,1,42.291,0
42.292,0,42.292,3
42.293,2,42.293,2
42.294,2,42.294,2
42.295,1,42.295,1
42.296,1,42.296,1
42.297,1,42.297,0
42.298,0,42.298,0
42.299,1,42.299,1
42.3,2,42.3,0
42.301,0,42.301,0
42.302,0,42.302,0
42.303,0,42.303,0
42.304,0,42.304,0
42.305,0,42.305,0
42.306,0,42.306,0
42.307,0,42.307,0
42.308,0,42.308,0
42.309,0,42.309,0
42.31,0,42.31,0
42.311,1,42.311,0
42.312,0,42.312,3
42.313,2,42.313,2
42.314,2,42.314,2
42.315,1,42.315,1
42.316,1,42.316,1
42.317,1,42.317,0
42.318,0,42.318,0
42.319,1,42.319,1
42.32,2,42.32,0
42.321,0,42.321,0
42.322,0,42.322,0
42.323,0,42.323,0
42.324,0,42.324,0
42.325,0,42.325,0
42.326,0,42.326,0
42.327,0,42.327,0
42.328,0,42.328,0
42.329,0,42.329,0
42.33,0,42.33,0
42.331,1,42.331,0
42.332,0,42.332,3
42.333,1,42.333,2
42.334,2,42.334,2
42.335,1,42.335,1
42.336,1,42.336,1
42.337,1,42.337,0
42.338,0,42.338,0
42.339,2,42.339,2
42.34,2,42.34,0
42.341,0,42.341,0
42.342,0,42.342,0
42.343,0,42.343,0
42.344,0,42.344,0
42.345,1,42.345,1
42.346,0,42.346,0
42.347,0,42.347,0
42.348,0,42.348,0
42.349,0,42.349,0
42.35,0,42.35,0
42.351,2,42.351,0
42.352,0,42.352,3
42.353,1,42.353,2
42.354,2,42.354,2
42.355,1,42.355,1
42.356,1,42.356,1
42.357,1,42.357,0
42.358,0,42.358,0
